id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8679,9.4,0.26,0.41,2.1,0.094,5.0,19.0,0.9976,3.14,0.74,9.6,6.0
8680,7.8,0.62,0.22,2.1,0.079,17.0,43.0,0.99408,3.19,0.49,9.8,7.0
8681,9.4,0.58,0.02,2.1,0.057,14.0,24.0,0.996,3.38,0.55,11.2,7.0
8682,7.4,0.36,0.24,2.3,0.084,11.0,48.0,0.9986,3.41,0.55,9.7,6.0
8683,7.4,0.52,0.07,2.1,0.08,6.0,29.0,0.9994,3.44,0.84,9.4,5.0
8684,7.3,0.45,0.34,2.1,0.083,10.0,21.0,0.9973,3.4,1.06,11.9,7.0
8685,9.9,0.36,0.49,2.5,0.098,15.0,38.0,0.9996,3.2,0.68,9.5,5.0
8686,7.0,0.51,0.31,2.0,0.078,17.0,86.0,0.99629,3.31,0.58,9.3,5.0
8687,8.8,0.7,0.0,2.2,0.081,11.0,28.0,0.99652,3.28,0.61,9.5,6.0
8688,8.9,0.42,0.12,2.1,0.08,5.0,20.0,0.996,3.28,0.57,10.9,6.0
8689,7.3,0.34,0.31,3.0,0.075,7.0,17.0,0.99642,3.31,0.63,11.8,7.0
8690,6.6,0.69,0.02,1.8,0.098,21.0,43.0,0.99467,3.61,0.81,10.6,6.0
8691,7.0,0.32,0.31,2.1,0.078,10.0,24.0,0.9983,3.47,0.79,9.7,6.0
8692,8.9,0.51,0.39,2.0,0.077,4.0,20.0,0.995,3.33,0.82,11.3,7.0
8693,7.1,0.6,0.28,2.1,0.081,10.0,38.0,0.99702,3.39,0.55,9.5,5.0
8694,10.0,0.42,0.32,2.7,0.0969999999999999,15.0,38.0,0.9972,3.29,0.49,9.6,5.0
8695,7.0,0.34,0.31,2.4,0.0819999999999999,6.0,19.0,0.9955,3.32,0.57,9.5,5.0
8696,7.6,0.6,0.06,2.2,0.078,18.0,33.0,0.9974,3.42,0.58,10.0,5.0
8697,7.9,0.54,0.02,2.8,0.08,15.0,35.0,0.9964,3.37,0.58,10.5,5.0
8698,7.4,0.45,0.32,2.1,0.073,23.0,68.0,0.9972,3.15,0.46,10.9,5.0
8699,9.4,0.62,0.07,2.0,0.073,3.0,12.0,0.9988,3.3,0.6,12.2,7.0
8700,7.3,0.45,0.33,2.7,0.077,12.0,31.0,0.99572,3.31,0.54,9.5,5.0
8701,7.5,0.42,0.32,1.9,0.064,6.0,14.0,0.9982,3.22,0.56,10.5,6.0
8702,7.4,0.43,0.28,2.0,0.078,10.0,47.0,0.9982,3.52,0.65,9.8,6.0
8703,7.4,0.37,0.34,1.9,0.08,6.0,17.0,0.99444,3.41,0.54,9.5,6.0
8704,7.1,0.6,0.07,2.0,0.063,8.0,24.0,0.99648,3.59,0.61,10.7,5.0
8705,9.9,0.46,0.39,2.5,0.084,21.0,62.0,0.9965,3.27,0.53,9.1,5.0
8706,8.7,0.39,0.36,1.7,0.077,26.0,58.0,0.99586,3.25,0.52,9.4,5.0
8707,6.6,0.38,0.3,2.3,0.091,16.0,24.0,0.99648,3.51,0.81,12.0,6.0
8708,7.2,0.53,0.19,7.7,0.0819999999999999,18.0,34.0,0.99578,3.4,0.59,11.0,6.0
8709,7.6,0.57,0.3,2.6,0.062,18.0,42.0,0.99489,3.36,0.55,9.6,5.0
8710,8.4,0.51,0.4,2.3,0.08,15.0,28.0,0.9974,3.15,0.76,10.7,8.0
8711,7.1,0.66,0.0,1.6,0.066,6.0,31.0,0.9976,3.39,0.6,10.9,6.0
8712,8.3,0.5,0.29,2.9,0.07,15.0,20.0,0.9968,3.27,0.56,9.5,5.0
8713,7.4,0.39,0.39,2.2,0.075,5.0,32.0,0.99489,3.25,0.69,9.8,5.0
8714,7.1,0.67,0.13,1.9,0.079,14.0,30.0,0.99458,3.52,0.51,9.5,5.0
8715,6.9,0.61,0.27,2.2,0.093,16.0,57.0,0.9975,3.37,0.55,10.3,6.0
8716,9.4,0.6,0.0,2.1,0.095,6.0,16.0,0.99604,3.3,0.56,10.7,5.0
8717,8.4,0.47,0.26,2.1,0.08,11.0,24.0,0.9956,3.23,0.59,9.5,5.0
8718,7.0,0.27,0.26,2.2,0.078,22.0,94.0,0.9954,3.21,0.58,9.4,6.0
8719,10.5,0.3,0.47,2.3,0.08,6.0,20.0,0.9988,3.26,0.74,10.7,4.0
8720,6.7,0.5,0.15,2.0,0.094,20.0,47.0,0.9964,3.22,0.59,9.3,5.0
8721,7.6,0.51,0.25,2.2,0.079,25.0,43.0,0.996,3.38,0.67,9.7,5.0
8722,5.5,0.54,0.0,2.1,0.065,24.0,44.0,0.99448,3.3,0.86,11.0,4.0
8723,7.1,0.78,0.21,2.1,0.084,20.0,53.0,0.99656,3.31,0.59,9.5,6.0
8724,6.6,0.4,0.31,2.0,0.067,7.0,21.0,0.99462,3.38,0.52,9.2,5.0
8725,8.7,0.41,0.49,2.8,0.092,17.0,86.0,0.9984,3.21,0.64,9.8,5.0
8726,9.3,0.54,0.13,1.9,0.087,15.0,64.0,0.9972,3.26,0.54,9.9,5.0
8727,9.0,0.32,0.45,2.3,0.075,10.0,24.0,0.99512,3.15,0.57,9.5,5.0
8728,8.8,0.64,0.0,2.1,0.083,3.0,12.0,0.99552,3.31,0.54,11.7,7.0
8729,9.0,0.48,0.49,2.3,0.0969999999999999,5.0,32.0,0.9994,3.16,0.58,9.5,6.0
8730,6.9,0.67,0.01,2.2,0.074,5.0,12.0,0.9955,3.16,0.57,9.6,5.0
8731,7.8,0.49,0.31,2.0,0.08,31.0,71.0,0.99498,3.2,0.6,12.0,7.0
8732,8.1,0.61,0.0,2.1,0.076,10.0,26.0,0.99814,3.26,0.45,9.5,6.0
8733,8.5,0.46,0.22,1.6,0.074,17.0,86.0,0.9962,3.29,0.57,9.2,5.0
8734,10.0,0.43,0.34,2.1,0.079,5.0,15.0,0.9959,3.09,0.77,9.5,5.0
8735,11.9,0.52,0.6,2.1,0.086,8.0,19.0,0.9972,3.14,0.72,12.6,7.0
8736,9.0,0.39,0.39,1.9,0.07,5.0,12.0,0.9982,3.2,0.76,9.5,5.0
8737,10.5,0.31,0.55,2.6,0.098,48.0,52.0,0.99744,3.27,0.78,11.4,6.0
8738,7.9,0.6,0.05,2.5,0.075,28.0,52.0,0.9968,3.36,1.17,9.9,8.0
8739,7.6,0.27,0.4,2.1,0.079,25.0,40.0,0.9994,3.36,0.67,11.0,6.0
8740,12.3,0.34,0.41,2.2,0.064,25.0,46.0,0.9952,3.14,0.73,10.4,5.0
8741,6.5,0.33,0.49,2.4,0.0559999999999999,5.0,10.0,0.99787,3.22,0.52,11.9,5.0
8742,12.6,0.39,0.51,2.6,0.0819999999999999,15.0,27.0,0.9968,3.16,0.65,11.2,7.0
8743,10.5,0.27,0.39,2.5,0.081,28.0,65.0,0.9973,3.37,0.66,11.0,6.0
8744,10.4,0.44,0.49,1.8,0.07,5.0,28.0,0.99774,3.14,0.77,10.9,6.0
8745,9.0,0.56,0.22,2.6,0.09,5.0,14.0,0.9957,3.2,0.71,9.7,6.0
8746,8.6,0.34,0.22,2.1,0.07,8.0,17.0,0.9965,3.2,0.54,10.9,5.0
8747,10.1,0.52,0.39,2.1,0.068,12.0,42.0,0.9962,3.2,0.55,9.4,5.0
8748,6.7,0.58,0.02,2.8,0.071,15.0,28.0,0.99458,3.67,0.59,11.1,7.0
8749,7.1,0.76,0.0,1.9,0.076,5.0,14.0,0.996,3.34,0.51,9.5,6.0
8750,8.6,0.69,0.39,1.8,0.077,21.0,113.0,0.9994,3.26,0.63,9.3,6.0
8751,6.8,0.59,0.0,2.4,0.089,19.0,64.0,0.9964,3.68,0.6,12.3,5.0
8752,10.0,0.39,0.49,1.9,0.078,5.0,16.0,1.0003,3.08,0.8,9.3,5.0
8753,8.2,0.42,0.32,1.7,0.071,3.0,15.0,0.9984,3.29,0.62,9.3,5.0
8754,7.0,0.59,0.03,1.9,0.076,6.0,19.0,0.9987,3.28,0.61,10.8,7.0
8755,9.9,0.63,0.28,2.0,0.071,41.0,54.0,0.99672,3.39,0.6,10.3,6.0
8756,7.7,0.61,0.0,1.9,0.062,26.0,41.0,0.9988,3.39,0.6,10.3,6.0
8757,8.7,0.58,0.49,4.3,0.071,24.0,52.0,0.9986,3.14,0.71,11.4,7.0
8758,7.0,0.78,0.05,1.6,0.072,12.0,67.0,0.9962,3.42,0.57,9.5,5.0
8759,6.9,0.58,0.05,1.8,0.068,13.0,28.0,0.9984,3.42,0.63,10.8,5.0
8760,7.2,0.58,0.03,1.8,0.08,9.0,22.0,0.99704,3.29,0.52,9.8,5.0
8761,7.1,0.31,0.48,2.2,0.079,4.0,11.0,0.99572,3.16,0.64,10.5,5.0
8762,8.2,0.52,0.22,3.1,0.079,20.0,94.0,0.9968,3.53,0.56,11.3,6.0
8763,8.5,0.46,0.37,2.3,0.08,15.0,65.0,0.99622,3.21,0.58,11.6,3.0
8764,8.9,0.34,0.41,2.4,0.084,23.0,55.0,0.9982,3.29,0.61,9.7,6.0
8765,6.9,0.725,0.0,4.5,0.064,13.0,24.0,0.99606,3.36,0.47,10.9,6.0
8766,7.8,0.54,0.21,2.0,0.086,17.0,44.0,0.99448,3.35,0.49,9.8,5.0
8767,12.9,0.43,0.44,2.4,0.093,27.0,52.0,0.9968,3.31,0.77,11.8,6.0
8768,7.4,0.54,0.12,2.3,0.084,17.0,37.0,0.9972,3.36,0.48,10.8,6.0
8769,6.6,0.57,0.14,2.0,0.095,15.0,27.0,0.9955,3.42,0.72,10.7,5.0
8770,8.6,0.28,0.42,2.2,0.095,6.0,12.0,0.9973,3.31,0.54,14.0,6.0
8771,9.9,0.61,0.24,2.5,0.084,14.0,32.0,0.9968,3.15,0.52,9.9,6.0
8772,9.8,0.5,0.31,2.2,0.076,5.0,31.0,0.9991,3.28,0.46,9.8,5.0
8773,8.1,0.48,0.25,2.1,0.069,14.0,28.0,0.99549,3.36,0.54,10.1,6.0
8774,7.8,0.31,0.31,2.4,0.091,9.0,39.0,0.9983,3.27,0.65,10.5,6.0
8775,8.3,0.34,0.45,2.1,0.077,18.0,31.0,0.99586,3.34,0.65,10.6,7.0
8776,7.2,0.56,0.03,2.0,0.075,8.0,16.0,0.9958,3.16,0.67,9.3,5.0
8777,7.1,0.58,0.02,2.0,0.078,21.0,57.0,0.9984,3.28,0.56,9.5,6.0
8778,9.1,0.35,0.55,2.5,0.078,26.0,35.0,0.9996,3.44,0.6,9.9,6.0
8779,6.4,0.55,0.03,1.9,0.077,9.0,43.0,0.9976,3.42,0.74,9.4,6.0
8780,8.3,0.67,0.0,2.5,0.093,8.0,17.0,0.99374,3.28,0.55,9.9,5.0
8781,9.5,0.57,0.18,2.1,0.123,8.0,23.0,0.9988,3.26,0.52,9.2,5.0
8782,6.6,0.52,0.06,1.8,0.087,3.0,15.0,0.9946,3.47,0.68,10.6,6.0
8783,9.8,0.66,0.22,1.9,0.086,10.0,42.0,0.99719,3.42,0.56,9.8,5.0
8784,8.2,0.32,0.36,2.8,0.086,12.0,28.0,0.9957,3.28,0.6,9.5,5.0
8785,6.7,0.545,0.05,1.8,0.092,16.0,42.0,0.9978,3.57,0.64,10.5,6.0
8786,7.3,0.69,0.06,3.9,0.076,10.0,21.0,0.99586,3.24,0.63,11.7,7.0
8787,8.3,0.4,0.22,2.8,0.068,9.0,22.0,0.9966,3.34,0.58,9.8,6.0
8788,7.1,0.695,0.05,2.1,0.078,28.0,67.0,0.99588,3.28,0.57,9.4,5.0
8789,10.0,0.44,0.56,1.6,0.081,18.0,42.0,0.9978,3.31,0.83,9.6,3.0
8790,10.0,0.46,0.41,1.6,0.074,16.0,77.0,0.9972,3.16,0.47,9.8,7.0
8791,7.8,0.46,0.16,2.1,0.068,11.0,20.0,0.99562,3.21,0.53,9.1,6.0
8792,7.5,0.5,0.07,2.0,0.07,13.0,45.0,0.99467,3.2,0.57,10.4,6.0
8793,8.9,0.43,0.24,2.5,0.078,11.0,44.0,0.99914,3.22,0.61,9.0,5.0
8794,10.9,0.51,0.31,2.0,0.092,24.0,49.0,0.9972,3.25,0.76,9.5,7.0
8795,7.4,0.52,0.26,2.2,0.074,35.0,85.0,0.9976,3.17,0.54,9.5,5.0
8796,8.8,0.41,0.24,4.3,0.078,14.0,86.0,0.9996,3.39,0.6,9.7,5.0
8797,7.5,0.54,0.06,2.0,0.079,4.0,9.0,0.9969,3.38,0.83,10.0,5.0
8798,7.7,0.58,0.08,2.4,0.092,14.0,31.0,0.9958,3.21,0.54,10.0,6.0
8799,9.5,0.39,0.49,2.1,0.071,11.0,42.0,0.9986,3.31,0.71,9.3,5.0
8800,9.4,0.37,0.32,2.1,0.087,22.0,46.0,0.9994,3.1,0.52,9.8,5.0
8801,6.9,0.49,0.14,1.7,0.074,5.0,15.0,0.99576,3.35,0.89,10.4,6.0
8802,11.5,0.42,0.54,1.8,0.08,12.0,38.0,1.0006,3.27,0.78,12.0,6.0
8803,7.6,0.58,0.01,2.5,0.077,18.0,41.0,0.99708,3.3,0.54,9.8,5.0
8804,10.0,0.36,0.47,2.3,0.084,13.0,28.0,0.9987,3.38,0.76,10.6,6.0
8805,7.2,0.63,0.06,2.0,0.081,6.0,14.0,0.9956,3.38,0.54,9.6,6.0
8806,9.1,0.43,0.24,2.8,0.079,14.0,38.0,0.9988,3.31,0.48,11.5,7.0
8807,7.1,0.785,0.21,2.1,0.074,21.0,77.0,0.9982,3.31,0.78,9.9,5.0
8808,7.2,0.34,0.31,2.5,0.063,7.0,24.0,0.9959,3.35,0.82,12.0,7.0
8809,9.4,0.52,0.26,2.3,0.073,21.0,61.0,0.9972,3.4,0.73,9.9,6.0
8810,10.3,0.38,0.49,1.9,0.118,22.0,44.0,1.0026,3.23,0.53,9.4,5.0
8811,6.9,0.66,0.08,2.0,0.054,16.0,32.0,0.9947,3.38,0.6,11.2,7.0
8812,9.3,0.37,0.44,2.1,0.074,16.0,86.0,0.9976,3.16,0.9,9.5,5.0
8813,8.6,0.49,0.27,2.4,0.07,10.0,24.0,0.9986,3.36,0.54,10.4,6.0
8814,7.9,0.58,0.05,2.0,0.0579999999999999,15.0,26.0,0.99444,3.08,0.76,11.5,7.0
8815,6.9,0.68,0.0,2.1,0.084,10.0,37.0,0.9972,3.57,0.58,10.1,6.0
8816,7.6,0.6,0.08,1.8,0.069,6.0,20.0,0.9958,3.42,0.6,9.5,5.0
8817,8.0,0.38,0.34,2.1,0.08,6.0,16.0,0.99656,3.34,0.74,10.6,6.0
8818,8.2,0.52,0.26,2.1,0.095,16.0,59.0,0.9962,3.3,0.59,9.8,5.0
8819,7.8,0.52,0.17,2.4,0.079,19.0,47.0,0.9976,3.34,0.53,9.5,5.0
8820,12.1,0.43,0.49,2.1,0.078,34.0,124.0,0.9984,3.03,0.82,11.1,6.0
8821,7.9,0.39,0.47,2.3,0.075,15.0,38.0,0.9982,3.5,0.85,10.8,6.0
8822,7.8,0.57,0.13,2.2,0.081,25.0,72.0,0.9961,3.15,0.57,9.8,5.0
8823,7.0,0.61,0.09,1.8,0.086,12.0,46.0,0.9965,3.35,0.68,9.4,5.0
8824,8.8,0.46,0.2,2.0,0.081,21.0,75.0,0.9976,3.28,0.48,11.4,5.0
8825,7.9,0.58,0.02,2.0,0.079,6.0,27.0,0.99688,3.42,0.58,9.4,5.0
8826,7.3,0.74,0.02,2.4,0.079,15.0,25.0,0.99588,3.37,0.87,12.0,7.0
8827,6.4,0.695,0.07,2.0,0.07,4.0,10.0,0.99536,3.42,0.57,10.4,6.0
8828,6.2,0.54,0.24,2.2,0.074,6.0,15.0,0.99708,3.26,0.58,11.0,6.0
8829,7.9,0.5,0.0,1.9,0.099,18.0,48.0,0.99572,3.38,0.52,9.4,6.0
8830,13.1,0.52,0.53,5.8,0.077,6.0,14.0,1.0002,3.18,0.58,11.0,7.0
8831,9.0,0.63,0.23,1.7,0.086,18.0,35.0,0.9974,3.37,0.61,9.2,4.0
8832,7.0,0.6,0.0,2.5,0.078,19.0,33.0,0.9982,3.44,0.52,10.0,6.0
8833,7.0,0.58,0.08,2.2,0.078,25.0,48.0,0.9987,3.32,0.53,11.4,5.0
8834,7.1,0.6,0.07,2.4,0.081,10.0,22.0,0.99747,3.38,0.52,10.9,7.0
8835,9.2,0.35,0.33,2.0,0.092,4.0,6.0,0.99745,3.3,0.7,9.3,5.0
8836,6.2,0.43,0.31,2.5,0.066,5.0,13.0,0.99592,3.22,0.52,9.7,3.0
8837,7.5,0.37,0.24,1.6,0.084,9.0,28.0,0.997,3.36,0.57,10.3,6.0
8838,7.1,0.46,0.33,1.5,0.07,15.0,44.0,0.9982,3.35,0.64,10.8,7.0
8839,7.2,0.32,0.2,6.2,0.079,20.0,49.0,0.9973,3.55,0.71,9.5,6.0
8840,7.2,0.67,0.02,2.0,0.08,15.0,26.0,0.9963,3.35,0.58,11.2,6.0
8841,7.6,0.64,0.05,2.3,0.076,24.0,44.0,0.9971,3.42,0.47,9.5,5.0
8842,7.2,0.53,0.21,1.9,0.06,22.0,49.0,0.99498,3.37,0.52,9.4,5.0
8843,7.5,0.5,0.0,2.1,0.065,11.0,50.0,0.9968,3.26,0.52,9.1,5.0
8844,8.6,0.34,0.18,2.4,0.073,35.0,52.0,0.9982,3.22,0.6,9.3,5.0
8845,8.6,0.65,0.1,2.1,0.078,10.0,19.0,0.9974,3.38,0.66,9.9,5.0
8846,7.6,0.31,0.3,2.3,0.077,15.0,36.0,0.99736,3.3,0.49,9.1,6.0
8847,8.3,0.49,0.24,2.2,0.067,5.0,24.0,0.99572,3.16,0.54,10.3,3.0
8848,6.8,0.715,0.0,2.0,0.08,5.0,15.0,0.9964,3.27,0.58,10.4,6.0
8849,7.2,0.5,0.13,2.0,0.079,4.0,14.0,0.9994,3.43,0.62,9.5,6.0
8850,8.5,0.53,0.31,1.9,0.087,9.0,26.0,0.9976,3.37,0.54,11.1,6.0
8851,9.6,0.41,0.34,3.2,0.066,32.0,70.0,0.9955,3.27,0.54,10.8,6.0
8852,7.1,0.51,0.13,1.8,0.065,9.0,23.0,0.99672,3.39,0.5,9.5,5.0
8853,7.4,0.645,0.26,2.0,0.0819999999999999,14.0,48.0,0.9964,3.4,0.59,9.5,5.0
8854,8.2,0.42,0.52,2.1,0.071,24.0,44.0,0.9973,3.24,0.56,9.8,5.0
8855,7.2,0.47,0.24,1.6,0.062,8.0,23.0,0.9978,3.44,0.77,9.5,5.0
8856,7.9,0.69,0.02,1.6,0.084,16.0,58.0,0.99538,3.31,0.49,11.9,7.0
8857,8.8,0.27,0.29,2.5,0.084,21.0,66.0,0.99668,3.14,0.62,9.6,6.0
8858,8.7,0.49,0.3,2.7,0.0969999999999999,12.0,28.0,0.9994,3.24,0.62,10.5,5.0
8859,6.1,0.5,0.0,2.1,0.059,12.0,21.0,0.99444,3.61,0.58,10.3,5.0
8860,7.3,0.4,0.24,2.2,0.075,6.0,15.0,0.99448,3.37,0.52,11.3,6.0
8861,7.9,0.46,0.23,1.6,0.07,32.0,89.0,0.99467,3.4,0.57,9.7,5.0
8862,8.8,0.48,0.24,2.1,0.0819999999999999,15.0,28.0,0.99476,3.35,0.53,9.4,7.0
8863,10.4,0.5,0.44,2.0,0.085,5.0,14.0,0.9997,3.51,0.64,9.8,5.0
8864,7.7,0.48,0.24,1.9,0.08,15.0,28.0,0.99557,3.24,0.53,9.4,6.0
8865,7.8,0.64,0.12,2.8,0.08,12.0,43.0,0.9956,3.21,0.54,12.4,7.0
8866,6.8,0.58,0.01,2.0,0.095,9.0,28.0,0.9987,3.33,0.56,9.4,6.0
8867,9.1,0.31,0.53,2.3,0.0559999999999999,13.0,28.0,0.99888,3.19,0.47,11.0,5.0
8868,7.2,0.52,0.19,2.3,0.0819999999999999,11.0,86.0,0.997,3.44,0.63,9.9,6.0
8869,10.5,0.39,0.43,1.9,0.065,16.0,44.0,0.9961,3.26,0.87,11.1,6.0
8870,8.3,0.61,0.23,2.0,0.084,17.0,38.0,0.99704,3.48,0.46,9.4,5.0
8871,7.2,0.51,0.02,2.4,0.079,15.0,38.0,0.9982,3.36,0.57,9.5,5.0
8872,8.4,0.24,0.45,1.8,0.078,31.0,52.0,0.9976,3.21,0.58,10.5,7.0
8873,7.1,0.52,0.08,2.0,0.072,17.0,47.0,0.998,3.52,0.59,10.5,6.0
8874,7.3,0.61,0.18,3.4,0.08,13.0,65.0,0.99748,3.33,0.48,9.4,5.0
8875,8.0,0.49,0.27,2.1,0.08,14.0,34.0,0.99702,3.27,0.62,10.8,6.0
8876,7.6,0.38,0.28,2.6,0.073,18.0,49.0,0.9968,3.24,0.61,10.9,6.0
8877,12.5,0.34,0.42,1.7,0.077,8.0,24.0,0.9966,3.39,0.79,9.8,6.0
8878,7.9,0.36,0.34,2.2,0.079,5.0,19.0,0.995,3.35,0.48,9.8,5.0
8879,7.9,0.705,0.0,3.0,0.098,25.0,60.0,0.997,3.14,0.46,12.7,7.0
8880,9.9,0.66,0.24,2.5,0.069,124.0,124.0,0.9947,3.22,0.52,9.4,5.0
8881,7.8,0.715,0.0,2.4,0.083,13.0,31.0,0.9965,3.24,0.72,10.4,6.0
8882,8.3,0.34,0.49,2.4,0.1689999999999999,12.0,68.0,0.99702,3.27,0.56,9.5,5.0
8883,7.1,0.49,0.27,2.2,0.071,17.0,28.0,0.9972,3.45,0.58,10.3,7.0
8884,9.9,0.58,0.03,2.6,0.074,7.0,24.0,0.99585,3.55,0.58,11.3,6.0
8885,6.3,0.47,0.02,2.1,0.08,18.0,36.0,0.99702,3.47,0.49,10.7,6.0
8886,7.4,0.43,0.24,2.0,0.079,6.0,14.0,0.9988,3.31,0.86,11.7,7.0
8887,8.5,0.28,0.49,4.4,0.074,9.0,28.0,0.99182,3.3,0.83,9.3,6.0
8888,11.4,0.39,0.44,2.5,0.062,6.0,21.0,0.9981,3.3,0.81,12.4,7.0
8889,7.7,0.685,0.21,2.0,0.0579999999999999,29.0,40.0,0.99788,3.47,0.54,10.0,8.0
8890,9.1,0.48,0.24,1.9,0.071,13.0,49.0,0.99652,3.16,1.31,9.5,6.0
8891,8.0,0.52,0.22,2.5,0.072,16.0,46.0,0.9979,3.48,0.59,9.7,5.0
8892,9.9,0.54,0.42,2.1,0.077,14.0,31.0,0.9969,3.22,0.7,9.9,5.0
8893,7.7,0.59,0.03,2.0,0.074,18.0,54.0,0.99743,3.39,0.56,11.1,7.0
8894,6.8,0.6,0.0,1.7,0.066,11.0,37.0,0.99392,3.42,0.63,10.4,7.0
8895,8.2,0.47,0.28,2.2,0.071,6.0,14.0,0.99514,3.3,0.61,9.5,5.0
8896,6.2,0.48,0.1,2.4,0.071,23.0,52.0,0.995,3.45,0.52,11.5,6.0
8897,6.9,0.43,0.26,2.0,0.0969999999999999,12.0,19.0,0.9963,3.28,0.57,10.5,6.0
8898,8.3,0.6,0.28,1.7,0.074,12.0,46.0,0.9976,3.16,0.51,9.5,6.0
8899,6.0,0.63,0.01,2.3,0.068,6.0,24.0,0.9955,3.25,0.62,11.0,6.0
8900,8.3,0.27,0.49,2.0,0.0819999999999999,13.0,31.0,0.9973,3.35,0.5,9.4,5.0
8901,7.6,0.49,0.04,2.5,0.0819999999999999,18.0,24.0,0.99418,3.2,0.62,9.7,5.0
8902,7.8,0.6,0.0,2.5,0.078,5.0,14.0,0.9962,3.47,0.58,9.6,4.0
8903,9.9,0.49,0.36,2.1,0.073,12.0,48.0,0.9956,3.17,0.63,10.3,6.0
8904,7.7,0.43,0.24,1.7,0.078,9.0,18.0,0.9976,3.35,0.86,9.7,5.0
8905,6.3,0.58,0.0,2.3,0.072,5.0,15.0,0.9982,3.51,0.64,11.9,7.0
8906,7.7,0.48,0.08,2.1,0.075,15.0,35.0,0.9962,3.36,0.58,9.5,5.0
8907,7.0,0.46,0.14,2.1,0.073,14.0,26.0,0.99761,3.23,0.58,9.4,5.0
8908,8.9,0.74,0.05,2.1,0.076,5.0,19.0,0.9934,3.47,0.44,9.4,5.0
8909,8.7,0.53,0.0,2.3,0.0579999999999999,23.0,46.0,0.99612,3.32,0.77,9.9,6.0
8910,7.3,0.51,0.0,1.7,0.081,11.0,18.0,0.99672,3.28,0.7,10.6,7.0
8911,7.5,0.41,0.24,1.9,0.0969999999999999,20.0,49.0,0.9984,3.3,0.46,11.1,6.0
8912,8.2,0.59,0.3,2.1,0.066,8.0,17.0,0.99444,3.29,0.65,11.3,6.0
8913,7.2,0.68,0.1,2.1,0.0819999999999999,5.0,19.0,0.9968,3.36,0.52,9.5,5.0
8914,8.5,0.32,0.49,2.1,0.071,25.0,52.0,0.997,3.29,0.62,9.3,6.0
8915,9.4,0.5,0.36,2.2,0.071,5.0,12.0,0.99546,3.15,0.52,9.4,4.0
8916,6.5,0.52,0.07,1.7,0.065,7.0,17.0,0.99584,3.47,0.56,9.3,6.0
8917,6.6,0.67,0.12,1.8,0.076,16.0,44.0,0.9967,3.54,0.71,9.4,6.0
8918,9.9,0.43,0.42,3.7,0.0819999999999999,3.0,13.0,0.9963,3.28,0.76,10.4,5.0
8919,8.4,0.47,0.53,2.5,0.074,13.0,35.0,0.9988,3.17,0.85,9.5,5.0
8920,9.7,0.46,0.25,2.1,0.084,4.0,9.0,0.9976,3.33,0.67,10.9,7.0
8921,8.7,0.64,0.05,2.1,0.084,8.0,21.0,0.9971,3.39,0.52,9.2,6.0
8922,7.7,0.43,0.52,2.5,0.088,12.0,38.0,0.99786,3.3,0.64,9.6,6.0
8923,9.6,0.53,0.34,2.1,0.076,6.0,29.0,0.9991,3.19,0.77,9.6,6.0
8924,8.8,0.49,0.49,2.3,0.08,5.0,14.0,0.9982,3.3,0.53,10.0,5.0
8925,7.6,0.61,0.0,2.0,0.079,18.0,34.0,0.99702,3.66,0.58,9.4,6.0
8926,7.6,0.52,0.01,1.8,0.068,6.0,14.0,0.99484,3.36,0.57,10.3,6.0
8927,10.4,0.3,0.34,2.6,0.084,2.0,25.0,0.9982,3.26,0.63,11.3,6.0
8928,7.9,0.6,0.04,1.8,0.095,12.0,28.0,0.9956,3.32,0.72,9.5,6.0
8929,8.8,0.78,0.24,2.1,0.08,24.0,48.0,0.9968,3.26,0.55,10.0,6.0
8930,10.1,0.33,0.49,2.0,0.074,8.0,41.0,0.9982,3.16,0.54,9.2,5.0
8931,8.9,0.36,0.49,2.1,0.08,14.0,27.0,0.9994,3.31,0.56,9.5,6.0
8932,8.4,0.58,0.25,2.2,0.074,4.0,10.0,0.9946,3.42,0.53,9.4,6.0
8933,8.1,0.35,0.47,2.4,0.076,6.0,17.0,0.9976,3.4,0.82,9.5,6.0
8934,7.2,0.62,0.07,1.8,0.094,10.0,18.0,0.99458,3.36,0.58,9.5,6.0
8935,7.8,0.64,0.02,1.8,0.08,8.0,19.0,0.9984,3.08,0.61,9.2,5.0
8936,7.8,0.43,0.3,2.6,0.078,25.0,50.0,0.99702,3.18,0.74,11.5,7.0
8937,9.8,0.28,0.5,2.1,0.086,9.0,20.0,0.996,3.28,1.14,10.4,6.0
8938,7.2,0.66,0.0,2.2,0.084,7.0,18.0,0.9986,3.47,0.52,9.9,6.0
8939,7.1,0.69,0.14,2.3,0.078,16.0,38.0,0.9987,3.29,0.62,11.9,8.0
8940,9.1,0.38,0.47,2.2,0.078,11.0,24.0,0.99803,3.15,0.68,10.6,6.0
8941,7.7,0.51,0.24,1.9,0.079,20.0,43.0,0.9978,3.28,0.62,9.9,5.0
8942,7.7,0.42,0.24,2.2,0.067,15.0,28.0,0.996,3.31,0.6,9.5,5.0
8943,7.0,0.51,0.0,1.7,0.077,7.0,28.0,0.99552,3.56,0.58,10.0,4.0
8944,6.6,0.69,0.02,1.8,0.084,25.0,46.0,0.99716,3.38,0.53,10.0,7.0
